"RucProveedor","CodProducto","CodProducto2","CodProducto3","Producto","UnidaMedidaCompra","FactorVenta","FactorConversion","PesoUnitario","PesoCaja","CostoCaja"
"20100035121","0802312","802312","","029-FANNY COCKTAIL DE FRUTAS 12 X 820 G",CAJA,12.0000,12.0000,0.8200000000000000000,9.8400,145.8324960000
"20100035121","0802320","802320","","029-FANNY MERMELADA POTE 12 X 320G",CAJA,12.0000,12.0000,0.3200000000000000000,3.8400,50.1668280000
"20100035121","0802733","802733","","029-CHUPETE QUE LOCO 10 X 20 X 13G",CAJA,10.0000,10.0000,0.2600000000000000000,2.6000,126.2234800000
"20100035121","0802772","","","029-CARAMELO AMBROCOLAS 20 X 350G",CAJA,20.0000,20.0000,0.3500000000000000000,7.0000,75.0580000000
"20100035121","0803279","","","029-FANNY MERMELADA FRESA VASO 12 X 310G",CAJA,12.0000,12.0000,0.3100000000000000000,3.7200,47.6026680000
"20100035121","0803281","803281","","029-FANNY GRATED ATUN EN AGUA Y SAL 48X170G",CAJA,48.0000,48.0000,0.1700000000000000000,8.1600,152.3793600000
"20100035121","0803380","803380","","029-FANNY VINAGRE TINTO 12 X 500 G",CAJA,12.0000,12.0000,0.5000000000000000000,6.0000,23.0100000000
"20100035121","0803479","803479","","029-FANNY DURAZNOS EN MITADES 12 X 820 G",CAJA,12.0000,12.0000,0.8200000000000000000,9.8400,116.5423320000
"20100035121","0803816","","","029-GOMAS CALIPTUS CHERRY 16X12X25GR",CAJA,16.0000,16.0000,0.3000000000000000000,4.8000,96.6550080000
"20100035121","0803817","803817","","029-GOMAS CALIPTUS 16X12X25G",CAJA,16.0000,16.0000,0.3000000000000000000,4.8000,96.6490080000
"20100035121","0804404","804404","","029-BIZCOCHO CANCUN 14 X 6 X 30G",CAJA,14.0000,14.0000,0.1800000000000000000,2.5200,40.4740420000
"20100035121","0804804","","","029-COSTA BOX BOMBON VIZZIO 16 X 96 G",CAJA,16.0000,16.0000,0.1000000000000000000,1.5360,125.3100000000
"20100035121","0804815","","","029-COSTA VIZZIO BITTER 60 X 72G",CAJA,60.0000,60.0000,0.0700000000000000000,4.3200,198.7360200000
"20100035121","0806611","806611","","029-MIMASKOT CARNE/CEREAL/VEG 25KG",UNIDAD,1.0000,1.0000,25.0000000000000000000,25.0000,151.2000000000
"20100035121","0806625","","","029-MIMASKOT POLLO/CEREAL 4X4KG NE",CAJA,4.0000,4.0000,4.0000000000000000000,16.0000,96.6860000000
"20100035121","0806626","","","029-MIMASKOT POLLO/CEREAL 15KG NE",UNIDAD,1.0000,1.0000,15.0000000000000000000,15.0000,89.5375000000
"20100035121","0800601","","","029-MMK ADULT TOD RAZ EN SALSA 4 X 3KG",BOLSA,4.0000,4.0000,3.0000000000000000000,12.0000,73.6009080000
"20100035121","0800654","800654","","029-GOMAS LOOP 12X90GR",CAJA,12.0000,12.0000,0.0900000000000000000,1.0800,19.3147320000
"20100035121","0800657","","","029-AVENA CANELA Y CLAVO 24X100GR",CAJA,24.0000,24.0000,0.1000000000000000000,2.4000,21.0319920000
"20100035121","0800811","","","029-AVENA PREM CLASICA 3 OSITOS 12X300GR",CAJA,12.0000,12.0000,0.3000000000000000000,3.6000,24.2679960000
"20100035121","0800829","800829","","029-AVENA 3 OSITOS GRANEL 10 KG",UNIDAD,1.0000,1.0000,10.0000000000000000000,10.0000,60.1690000000
"20100035121","0800840","","","029-KIWICHA AVENA 3 OSITOS 12X270GR",CAJA,12.0000,12.0000,0.2700000000000000000,3.2400,24.7749960000
"20100035121","0800841","","","029-KIWICHA AVENA 3 OSITOS 12X170GR",CAJA,12.0000,12.0000,0.1700000000000000000,2.0400,16.1673960000
"20100035121","0800877","","","029-ZEUS 25KG",UNIDAD,1.0000,1.0000,25.0000000000000000000,25.0000,83.5553850000
"20100035121","0800889","800889","","029-WAFER NIK VAINILLA 6X6X72GR",CAJA,6.0000,6.0000,0.4300000000000000000,2.5920,36.1922700000
"20100035121","0800987","800987","","029-GOMAS GUSANOS 12 X 90GR",CAJA,12.0000,12.0000,0.0900000000000000000,1.0800,19.3146720000
"20100035121","0801009","","","029-MOLITALIA CODO MED RAY 88 20 X 250 G",BOLSA,20.0000,20.0000,0.2500000000000000000,5.0000,25.8560000000
"20100035121","0801016","","","029-MOLITALIA PLUMILLA 63 20 X 250G",CAJA,20.0000,20.0000,0.2500000000000000000,5.0000,29.8210000000
"20100035121","0801017","","","029-MOLITALIA CANUTO 65 20 X 250G",CAJA,20.0000,20.0000,0.2500000000000000000,5.0000,25.8566600000
"20100035121","0801055","801055","","029-MARCO POLO ARITOS 05 20 X 250G",CAJA,20.0000,20.0000,0.2500000000000000000,5.0000,18.8680000000
"20100035121","0801056","","","029-MARCO POLO MUNICION 01 20 X 250G",CAJA,20.0000,20.0000,0.2500000000000000000,5.0000,18.6900000000
"20100035121","0801134","","","029-MOLITALIA RAVIOLI CARNE NUEVO 20 X 250G",CAJA,20.0000,20.0000,0.0000000000000000000,0.0000,92.6566600000
"20100035121","0801200","801200","","029-PANETON COSTA CAJA 6X800GR",CAJA,6.0000,6.0000,0.8000000000000000000,4.8000,114.9603960000
"20100035121","0801247","801247","","029-GRETEL MANJAR 16 X 6 X 32GR",CAJA,16.0000,16.0000,0.1900000000000000000,3.0720,57.4796640000
"20100035121","0801568","","","029-BIZCOCHO CHOCMAN S/BANDEJA 14 X 6 X 30G",CAJA,14.0000,14.0000,0.1800000000000000000,2.5200,39.8972700000
"20100035121","0800039","800039","","029-MIMASKOT GATITOS POLLO CARNE 9KG",UNIDAD,1.0000,1.0000,9.0000000000000000000,9.0000,78.0323060000
"20100035121","0800163","800163","","029-SALSA CASERA HONGOS LAUREL 24X190GR",CAJA,24.0000,24.0000,0.1900000000000000000,4.5600,44.2249920000
"20100035121","0800230","800230","","029-NVO NUTRICAN CACHORROS 8KG",UNIDAD,1.0000,1.0000,0.0000000000000000000,0.0000,37.1629550000
"20100035121","0800232","800232","","029-NVO NUTRICAN CACHORROS 25KG",UNIDAD,1.0000,1.0000,0.0000000000000000000,0.0000,113.3864710000
"20100035121","0800301","800301","","029-OET SURTIDO 18 X 100 X 5.5G",CAJA,18.0000,18.0000,0.5500000000000000000,9.9000,145.9125000000
"20100035121","0800417","800417","","029-MIMASKOT GATITOS 12 X 450 G",CAJA,12.0000,12.0000,0.4500000000000000000,5.4000,48.7173840000
"20100035121","0800491","800491","","029-MIMASKOT CACHORROS RAZA PEQ 4X3KG",CAJA,4.0000,4.0000,3.0000000000000000000,12.0000,74.6984600000
"20100035121","0800494","800494","","029-MIMASKOT ADULTOS RAZA PEQUEÑA 15KG",UNIDAD,1.0000,1.0000,15.0000000000000000000,15.0000,95.0880000000
"20100035121","0800496","800496","","029-MIMASKOT CACHORROS RZ MED-GRAN 25KG",UNIDAD,1.0000,1.0000,25.0000000000000000000,25.0000,151.2000000000
"20100035121","0800544","800544","","029-HARINA EL MOLINO ESPECIAL PAPEL 50KG",UNIDAD,1.0000,1.0000,50.0000000000000000000,50.0000,111.9695220000
"20100035121","0800580","800580","","029-SALSA CASERA HONGOS LAUREL 10 X 390G",CAJA,10.0000,10.0000,0.3900000000000000000,3.9000,48.3720000000
"20100035121","0800820","800820","","029-MACA AVENA 3 OSITOS 12X270GR",CAJA,12.0000,12.0000,0.2700000000000000000,3.2400,24.9233280000
"20100035121","0800884","800884","","029-WAFER NIK FRESA 12X6X27GR",CAJA,12.0000,12.0000,0.1600000000000000000,1.9440,34.5744000000
"20100035121","0801002","","","029-MOLITALIA TALLARIN 42 20 X 500G",CAJA,20.0000,20.0000,0.5000000000000000000,10.0000,51.7051600000
"20100035121","0801004","","","029-MOLITALIA LINGUINE 20 X 500G",CAJA,20.0000,20.0000,0.5000000000000000000,10.0000,51.7060000000
"20100035121","0800035","800035","","029-MIMASKOT GATOS SALMON ATUN 6X1 KG",PAQUETE,6.0000,6.0000,1.0000000000000000000,6.0000,49.4312640000
"20100035121","0800037","800037","","029-MIMASKOT GATITOS POLLO CARNE 6X1KG",CAJA,6.0000,6.0000,1.0000000000000000000,6.0000,52.9557300000
"20100035121","0800094","","","029-FANNY MERM. FRESA BARRIL H 6 X 1KG",CAJA,6.0000,6.0000,1.0000000000000000000,6.0000,56.3470020000
"20100035121","0800111","","","029-CEREALBAR DURAZNO 8 X 12 X 18G",CAJA,8.0000,8.0000,0.2200000000000000000,1.7280,43.8000000000
"20100035121","0800121","","","029-COSTA CANONAZO 8 X 24 X 22G",CAJA,8.0000,8.0000,0.0000000000000000000,0.0000,71.7732800000
"20100035121","0800136","800136","","029-AMBRUJOS GOMAS CEREBROS 12 X 300GR",CAJA,12.0000,12.0000,0.3000000000000000000,3.6000,93.7160040000
"20100035121","0800161","","","029-GALLETA CARITAS 16 X 6 X 34G",CAJA,16.0000,16.0000,0.2000000000000000000,3.2640,46.4642400000
"20100035121","0800173","","","029-CORAZON VIZZIO MIX 12 X 105G",CAJA,12.0000,12.0000,0.1100000000000000000,1.2600,69.0566640000
"20100035121","0800187","800187","","029-CRACKELET SNACK JAMON 36X47G",CAJA,36.0000,36.0000,0.0500000000000000000,1.6920,26.0250120000
"20100035121","0800220","","","029-WAFER SABOR CHOCOLATE 32X124GR",CAJA,32.0000,32.0000,0.0000000000000000000,0.0000,48.1809920000
"20100035121","0800222","","","029-WAFER SABOR LUCUMA 32X124GR",CAJA,32.0000,32.0000,0.1200000000000000000,3.9680,48.1809920000
"20100035121","0800229","800229","","029-NVO NUTRICAN CACHORROS 8X2KG",CAJA,8.0000,8.0000,2.0000000000000000000,16.0000,80.3250000000
"20100035121","0800305","800305","","029-MIMASKOT GATITOS 4 X 3 KG",BOLSA,4.0000,4.0000,3.0000000000000000000,12.0000,99.2117400000
"20100035121","0800415","","","029-POMAROLA SALSA CLASICA 12X320GR",CAJA,12.0000,12.0000,0.0000000000000000000,0.0000,24.6220680000
"20100035121","0800426","","","029-POMAROLA SALSA A LA BOLOGNESA 10 X 390G",CAJA,10.0000,10.0000,0.0000000000000000000,0.0000,30.4548000000
"20100035121","0800453","800453","","029-WAFER NIK CHOCO AVELLANA 6X6X72G",CAJA,6.0000,6.0000,0.0000000000000000000,0.0000,34.3450020000
"20100035121","0800500","800500","","029-MIMASKOT CACHORROS RZ MEDGRAN 4X3KG",CAJA,4.0000,4.0000,3.0000000000000000000,12.0000,74.6986680000
"20100035121","0800574","800574","","029-MOLITALIA TORNILLO FAMILIAR 16 X 500G",CAJA,16.0000,16.0000,0.5000000000000000000,8.0000,38.0966720000
"20100035121","0800770","800770","","029-CEREALBAR CHOCOCEREAL 8 X 12 X 21G",CAJA,8.0000,8.0000,0.2500000000000000000,2.0160,44.2950000000
"20100035121","0800819","","","029-MACA AVENA 3 OSITOS 12X170GR",CAJA,12.0000,12.0000,0.1700000000000000000,2.0400,16.1784000000
"20100035121","0800825","","","029-QUINUA AVENA 3 OSITOS 12X170GR",CAJA,12.0000,12.0000,0.1700000000000000000,2.0400,16.1666640000
"20100035121","0800870","800870","","029-AVENA 3 OSITOS CANELA CLAVO 48X60GR",CAJA,48.0000,48.0000,0.0600000000000000000,2.8800,22.6500000000
"20100035121","0800880","800880","","029-GALLETA AGUA LINE 12X6X42GR",CAJA,12.0000,12.0000,0.2500000000000000000,3.0240,39.1442400000
"20100035121","0800882","800882","","029-GALLETA SODA LINE 12X6X40 GR",CAJA,12.0000,12.0000,0.2400000000000000000,2.8800,39.1442400000
"20100035121","0801038","","","029-MARCO POLO SPAGHETI 20 X 500G",CAJA,20.0000,20.0000,0.5000000000000000000,10.0000,37.3500000000
"20100035121","0801053","801053","","029-MARCO POLO MACARRON 20 X 250G",CAJA,20.0000,20.0000,0.2500000000000000000,5.0000,18.8672600000
"20100035121","0801178","","","029-SALSA A LA BOLOGNESA 4 X 6 X 170GR",CAJA,4.0000,4.0000,1.0200000000000000000,4.0800,53.2820000000
"20100035121","0801282","801282","","029-GALL. CARITAS DOBLE BANO 16 X 6 X 30GR",CAJA,16.0000,16.0000,0.1800000000000000000,2.8800,51.8570080000
"20100035121","0801355","801355","","029-MOLITALIA MACARRON 20 X 235GR",CAJA,20.0000,20.0000,0.2400000000000000000,4.7000,25.8600000000
"20100035121","0801409","","","029-GALLETA CHOCODONUTS CRUNCH 14 X 6 X 38G",CAJA,14.0000,14.0000,0.2300000000000000000,3.1920,43.9051200000
"20100035121","0802616","802616","","029-CARAMELO GAJO SURTIDO 20 X 100 X 3.9G",CAJA,20.0000,20.0000,0.3900000000000000000,7.8000,89.7700000000
"20100035121","0802780","802780","","029-CARAMELO BON AMI LICOR 18 X 100 X 4.3G",CAJA,18.0000,18.0000,0.4300000000000000000,7.7400,104.6100060000
"20100035121","0802790","802790","","029-FRUNA JIRAFA 25 X 40 X 16.5GR",CAJA,25.0000,25.0000,0.6600000000000000000,16.5000,307.4780000000
"20100035121","0803485","","","029-FANNY MERM SELEC MARACU-PINA 12 X 230G",CAJA,12.0000,12.0000,0.2300000000000000000,2.7600,66.4340040000
"20100035121","0803509","803509","","029-CARAMELO FULL LIMON 6 X 24 X 22.5G",CAJA,6.0000,6.0000,0.5400000000000000000,3.2400,71.5000020000
"20100035121","0804122","","","029-GALLETA FRAC CLASICA 12 X 6 X 45.5G",CAJA,12.0000,12.0000,0.0000000000000000000,0.0000,34.4016000000
"20100035121","0804123","","","029-GALLETA FRAC VAINILLA 12X6X45.5G",CAJA,12.0000,12.0000,0.0000000000000000000,0.0000,34.4010000000
"20100035121","0804802","","","029-CANCUN 12 X 24 X 27G",CAJA,12.0000,12.0000,0.6500000000000000000,7.7760,118.0869960000
"20100035121","0805209","805209","","029-CHUPETIN COLORADO TUTTI 25 X 25 X 18G",CAJA,25.0000,25.0000,0.4500000000000000000,11.2500,137.2364250000
"20100035121","0806604","","","029-MIMASKOT GALLETAS 24 X 220G",CAJA,24.0000,24.0000,0.2200000000000000000,5.2800,116.5900080000
"20100035121","0806623","806623","","029-MIMASKOT CARNE/CEREAL/VEG 15KG NE",UNIDAD,1.0000,1.0000,15.0000000000000000000,15.0000,95.0753330000
"20100035121","00800596","800596","","029-BIZCOCHO CHOCMAN BLACK 14X6X29GR",CAJA,14.0000,14.0000,0.1700000000000000000,2.4360,42.0350000000
"20100035121","00800659","800659","","029-TODINNITO 48 X 85GR",CAJA,48.0000,48.0000,0.0900000000000000000,4.0800,155.4873120000
"20100035121","00800982","800982","","029-CHUPETIN COLORADO MARACUYA25X25X17 GR",CAJA,25.0000,25.0000,0.4300000000000000000,10.6250,138.9140000000
"20100035121","00801203","801203","","029-TODINNO LATA 6 X 900GR",CAJA,6.0000,6.0000,0.9000000000000000000,5.4000,183.0460020000
"20100035121","00801267","801267","","029-GALLETA CHOCODONUTS 16X204GR",CAJA,16.0000,16.0000,0.2000000000000000000,3.2640,94.7020000000
"20100035121","00801290","801290","","029-FANNY MERMELADA FRESA BARRIL 6X950GR",CAJA,6.0000,6.0000,0.9500000000000000000,5.7000,59.4957360000
"20100035121","00801295","801295","","029-NUTRICAN ADULTOS RAF 25KG",UNIDAD,1.0000,1.0000,25.0000000000000000000,25.0000,110.7842670000
"20100035121","00801301","801301","","029-ZEUS ADULTOS RAF 25KG",UNIDAD,1.0000,1.0000,25.0000000000000000000,25.0000,92.7775000000
"20100035121","00801303","801303","","029-ZEUS CACHORROS RAF 25KG",UNIDAD,1.0000,1.0000,25.0000000000000000000,25.0000,96.4730000000
"20100035121","00801361","801361","","029-VIZZIO TABLETA LECHE 10X10X24GR",CAJA,10.0000,10.0000,0.2400000000000000000,2.4000,99.9716700000
"20100035121","00801477","801477","","029 - CHUPETIN COLORADO TUTTI 16X24X17GR",CAJA,16.0000,16.0000,0.4100000000000000000,6.5280,85.4000000000
"20100035121","00801490","801490","","029-FLIPPY MELLOWS 10X300GR",CAJA,10.0000,10.0000,0.3000000000000000000,3.0000,49.8400000000
"20100035121","00801492","801492","","029-CINTAS LOOP FRESA 20X67.5GR",CAJA,20.0000,20.0000,0.0700000000000000000,1.3500,31.9550000000
"20100035121","00801662","801662","","029-GOMAS GUSANOS GRANEL 20X480GR",CAJA,20.0000,20.0000,0.4800000000000000000,9.6000,132.6700000000
"20100035121","00801692","801692","","029-GOMAS SHREK GUSANOS 12X78GR",CAJA,12.0000,12.0000,0.0800000000000000000,0.9360,19.3146360000
"20100035121","00801694","801694","","029-WAFER NIK FIESTA 8 X 20 X 13.5",CAJA,8.0000,8.0000,0.2700000000000000000,2.1600,55.5865360000
"20100035121","00801699","801699","","029-GALLETAS CARITAS FIESTA 14X30X11.8GR",CAJA,14.0000,14.0000,0.3500000000000000000,4.9560,103.1112880000
"20100035121","00801709","801709","","029-FANNY GRATED ATUN EN AGUA 48X140GR",CAJA,48.0000,48.0000,0.1400000000000000000,6.7200,152.3799840000
"20100035121","00801721","","","029-NVO MINI HUEVITOS AMBROSOLI 8X235GR",CAJA,8.0000,8.0000,0.2400000000000000000,1.8800,141.4200000000
"20100035121","00801734","801734","","029-MIMASKOT ADULTO RAZAS PEQ. 22KG",UNIDAD,1.0000,1.0000,22.0000000000000000000,22.0000,133.0560000000
"20100035121","00801761","801761","","029-TODINNO BOLSA 900 + TODINNITO B 85",CAJA,6.0000,6.0000,0.9900000000000000000,5.9100,130.8581280000
"20100035121","00801771","801771","","029-ZEUS CACHORROS BILAM 25KG",BOLSA,1.0000,1.0000,25.0000000000000000000,25.0000,96.4730480000
"20100035121","00801788","801788","","029-VIZZIO GRAGEA ALMENDRA 10X10X19.2GR",CAJA,10.0000,10.0000,0.1900000000000000000,1.9200,105.5718000000
"20100035121","00801796","801796","","029-PACK NAVIDENO 30X249.5GR",CAJA,30.0000,30.0000,0.0000000000000000000,0.0000,237.0050100000
"20100035121","00801815","801815","","029-NUTRICAN NUTRICION TOTAL CCH 15KG",BOLSA,1.0000,1.0000,15.1000000000000000000,15.1000,68.7957140000
"20100035121","00801817","801817","","029-NUTRICAN NUTRICION TOTAL AD 8X2KG",CAJA,8.0000,8.0000,2.5000000000000000000,20.0000,74.7017520000
"20100035121","00801819","801819","","029-NUTRICAN NUTRICION TOTAL AD 25KG",UNIDAD,1.0000,1.0000,25.0000000000000000000,25.0000,110.7844440000
"20100035121","00801832","801832","","029-GOMAS AMBROREINO 12X90 GR",CAJA,12.0000,12.0000,0.1000000000000000000,1.2100,19.3144440000
"20100035121","00801834","801834","","029-VIZZIO ZIPLOC ALMENDRA 20X96GR",CAJA,20.0000,20.0000,0.1200000000000000000,2.4000,99.9700000000
"20100035121","00801850","801850","","029-BIZCOCHO CARITAS 8X6X47GR",CAJA,8.0000,8.0000,0.3100000000000000000,2.5000,44.0599360000
"20100035121","00801875","801875","","029-GRETEL PIE DE LIMON 16X6X32GR.",CAJA,16.0000,16.0000,0.2300000000000000000,3.6000,55.2310080000
"20100035121","00801881","801881","","029-AMBRUJOS GOMAS CEREBROS 16X250GR",CAJA,16.0000,16.0000,0.3000000000000000000,4.8000,143.4266720000
"20100035121","00801898","801898","","029-NVO MIMASKOT CACHORROS RZ PEQ 4X3KG",PAQUETE,4.0000,4.0000,3.0000000000000000000,12.0000,80.9012520000
"20100035121","00801902","801902","","029-NVO MIMASKOT CORDERO RZ PEQ 6X1KG.",PAQUETE,6.0000,6.0000,1.0000000000000000000,6.0000,40.6431600000
"20100035121","00801908","801908","","029-NVO MIMASKOT CORDERO RMG 22KG",UNIDAD,1.0000,1.0000,22.0000000000000000000,22.0000,133.0562500000
"20100035121","00801938","","","029-MIMASKOT GATOS MIX DE SABOR 12X450GR",PAQUETE,12.0000,12.0000,0.4500000000000000000,5.4000,45.2423040000
"20100035121","00802830","802830","","029-HALLOWEEN AMBRODIENTE 22X300GR",CAJA,22.0000,22.0000,0.3000000000000000000,6.6000,238.4699900000
"20100035121","00801889","801889","","029-FRUGELE MIX TROPICAL 20X430GR",CAJA,20.0000,20.0000,0.5000000000000000000,10.0000,128.7700000000
"20100035121","00801895","801895","","029-NVO MIMASKOT CACHORROS RMG 15KG",UNIDAD,1.0000,1.0000,15.0000000000000000000,15.0000,95.0750000000
"20100035121","00801897","801897","","029-NVO MIMASKOT CACHORROS RZ PEQ 6X1KG",PAQUETE,6.0000,6.0000,1.0000000000000000000,6.0000,40.6434780000
"20100035121","00801901","801901","","029-NVO MIMASKOT CORDERO RZ PEQ 4X3KG.",PAQUETE,4.0000,4.0000,3.0000000000000000000,12.0000,80.8994440000
"20100035121","00801911","801911","","029-NVO MIMASKOT CARNES RZ PEQ 15KG",UNIDAD,1.0000,1.0000,15.0000000000000000000,15.0000,95.0750000000
"20100035121","00801920","801920","","029-NVO MIMASKOT AD MIX DE SABOR 6X1KG",PAQUETE,6.0000,6.0000,1.0000000000000000000,6.0000,40.6435020000
"20100035121","00801925","","","029-NVO MIMASKOT GATOS SALMON 9KG",BOLSA,1.0000,1.0000,9.0000000000000000000,9.0000,72.2949200000
"20100035121","00801972","","","029-FANNY  MERMELADA POTE 12X310 GR",CAJA,12.0000,12.0000,0.3100000000000000000,3.7200,50.1671160000
"20100035121","00803825","803825","","029-FRUNACATOINGA 20X20X17GR",CAJA,20.0000,20.0000,0.3400000000000000000,6.8000,191.8860000000
"20100035121",MM800229,"","","029-NVO NUTRICAN CACHORROS 8X2KG(MAQUILADO)",UNIDAD,1.0000,1.0000,0.0500000000000000000,0.0500,
"20100035121",M1415809,"","","029-JARRA PROMOCIONAL CON TAPA FANNY (1 UND)",UNIDAD,1.0000,1.0000,0.0000000000000000000,0.0000,
"20100035121","0801019","801019","","029-MOLITALIA CARACOL CHICO 79 20X250G",CAJA,20.0000,20.0000,0.2500000000000000000,5.0000,30.0000000000
"20100035121","0801027","801027","","029-MOLITALIA MUNICION 01 20 X 250 G",BOLSA,20.0000,20.0000,0.2500000000000000000,5.0000,25.8560000000
"20100035121","0801043","","","029-MARCO POLO PLUMA RAY 68 20 X 250G",CAJA,20.0000,20.0000,0.2500000000000000000,5.0000,18.6820000000
"20100035121","0801045","","","029-MARCO POLO TORNILLO CHIC 76 20 X 250G",CAJA,20.0000,20.0000,0.2500000000000000000,5.0000,18.8672600000
"20100035121","0801143","801143","","029-FANNY FILETE ATUN ACEITE VEG. 48 X 140 G",CAJA,48.0000,48.0000,0.1400000000000000000,6.7200,215.6306400000
"20100035121","0801145","801145","","029-FANNY TROZO ATUN ACEIT VEG. 48 X 140GR",CAJA,48.0000,48.0000,0.1400000000000000000,6.7200,201.4071360000
"20100035121","0801149","801149","","029-CONCENTRADO DE TOMATE 32 TIRAS X 06 UNDX 70GR",CAJA,32.0000,32.0000,0.4200000000000000000,13.4400,165.4144640000
"20100035121","0801159","801159","","029-BARRA CEREALBAR ALM 8 X 12 X 21GR",CAJA,8.0000,8.0000,0.2500000000000000000,2.0160,66.6500000000
"20100035121","0801173","801173","","029-AVENA PREMIUM 3 OSITOS 6 X 900GR",BOLSA,6.0000,6.0000,0.9000000000000000000,5.4000,41.8057140000
"20100035121","0801207","801207","","029-COSTA VIZZIO 60 X 69GR",CAJA,60.0000,60.0000,0.0700000000000000000,4.1400,218.9912400000
"20100035121","0801213","801213","","029-GALLET CHOCODONUTS CRUNCH 14 X 6 X 36GR",CAJA,14.0000,14.0000,0.2200000000000000000,3.0240,51.0323940000
"20100035121","0801215","801215","","029-GRAN CEREAL CACAO 16X6X36GR",CAJA,16.0000,16.0000,0.2200000000000000000,3.4560,45.4733280000
"20100035121","0801286","801286","","029-WAFER SABOR CHOCOLATE 32 X 105GR",PAQUETE,32.0000,32.0000,0.1100000000000000000,3.3600,48.9212480000
"20100035121","0801405","","","029-GALLETA GRAN CEREAL CLASICA 16 X 6 X 40G",CAJA,16.0000,16.0000,0.2400000000000000000,3.8400,44.2011040000
"20100035121","0801598","801598","","029-GALLETA INTEGRALES 20X6X37GR",CAJA,20.0000,20.0000,0.2200000000000000000,4.4400,62.5225000000
"20100035121","0802067","802067","","029-COSTA MECANO MANJAR 8 X 32 X 19G",CAJA,8.0000,8.0000,0.6100000000000000000,4.8640,164.3475520000
"20100035121","0802605","","","029-CARMELO CHICHA MORADA 25 X 100 X 3.9G",CAJA,25.0000,25.0000,0.3900000000000000000,9.7500,105.2700000000
"20100035121","0802610","802610","","029-CARAMELO COCOROKOS LIMON 10 X 100 X 3.5G",CAJA,10.0000,10.0000,0.3500000000000000000,3.5000,44.4920000000
"20100035121","0802641","802641","","029-CARAMELO SUPER RELLENAZO 18 X 100 X 4.5G",CAJA,18.0000,18.0000,0.4500000000000000000,8.1000,108.4849920000
"20100035121","0802779","802779","","029-CARAMELO BOM AMI FRUTA 18 X 100 X 4.3G",CAJA,18.0000,18.0000,0.4300000000000000000,7.7400,104.6050020000
"20100035121","0802806","802806","","029-TRIFRUNA FRESA /DURAZNO/MANZANA 8 X 420G",CAJA,8.0000,8.0000,0.4200000000000000000,3.3600,52.6060000000
"20100035121","0802808","802808","","029-CARAMELO FRUTINA 28 X 60 X 4.3 G",CAJA,28.0000,28.0000,0.2600000000000000000,7.2240,95.4899960000
"20100035121","0803118","","","029-GOMAS AMBROSIA 36 X 240 G",CAJA,36.0000,36.0000,0.2400000000000000000,8.6400,108.8250120000
"20100035121","0803824","803824","","029-FRUNA KOLAS 8X420G",CAJA,8.0000,8.0000,0.4200000000000000000,3.3600,45.4266640000
"20100035121","0805212","805212","","029-CHUPETIN COLORADO SURTI 25 X 25 X 18G",CAJA,25.0000,25.0000,0.0000000000000000000,0.0000,137.2368250000
"20100035121","10801162","10801162","","029-GALLETAS CARITAS 16X6X31.5GR",CAJA,16.0000,16.0000,0.1900000000000000000,3.0240,46.8831680000
"20100035121",MM800231,"","","029-NVO NUTRICAN CACHORRO 15KG(MAQUILADO)",UNIDAD,1.0000,1.0000,0.0500000000000000000,0.0500,
"20100035121",MM806616,"","","029-MIMASKOT CORDERO/CER 15KG NE(MAQUILADO)",UNIDAD,1.0000,1.0000,0.0500000000000000000,0.0500,
"20100035121",MM800133,"","","029-MIMASKOT ADULT CARNE/CEREAL/VEG 12X450GR(MAQUILADO)",UNIDAD,1.0000,1.0000,0.0500000000000000000,0.0450,
"20100035121",MM806626,"","","029-MIMASKOT POLLO/CEREAL 15KG NE(MAQUILADO)",UNIDAD,1.0000,1.0000,0.0500000000000000000,0.0500,
"20100035121",MM800491,"","","029-MIMASKOT CACHORROS RAZA PEQ 4X3KG(MAQUILADO)",UNIDAD,1.0000,1.0000,0.0500000000000000000,0.0500,
"20100035121","00800152","","","029-GALLETA CHOCODONUTS 16X222GR",CAJA,16.0000,16.0000,0.2200000000000000000,3.5520,
"20100035121",M0800771,"","","029-BONIF (UND) CEREALBAR CHIPS 21G",UNIDAD,1.0000,1.0000,0.0200000000000000000,0.0210,
"20100035121",M1415844,M1415844,"","029-CABECERA PROMOCIONAL COSTA",UNIDAD,1.0000,1.0000,0.0000000000000000000,0.0000,
"20100035121",MM800427,"","","029-NUTRICAN GATO ATUN SARDINA 6X1KG(MAQUILADO)",UNIDAD,1.0000,1.0000,0.0500000000000000000,0.0500,
"20100035121",P0800887,P0800887,"","029-WAFER NIK FRESA 6X6X72GR-PROMOCIONAL",CAJA,6.0000,6.0000,0.1600000000000000000,0.9720,
"20100035121","08001052","","","029-MARCO POLO CODITO LISO 86 20 X 250G",BOLSA,20.0000,20.0000,0.2500000000000000000,5.0000,
"20100035121","99991001","","","029-EXHIBIDOR PROMOCIONAL GALL. WENASAS",UNIDAD,1.0000,1.0000,0.0000000000000000000,0.0000,
"20100035121",MM800428,"","","029-NUTRICAN GATO ATUN SARDINA 9KG(MAQUILADO)",UNIDAD,1.0000,1.0000,0.0500000000000000000,0.0500,
"20100035121",M0801574,"","","029-GALLETA CHIPS CHOCOLATE 12X6X34GR",UNIDAD,1.0000,1.0000,0.0300000000000000000,0.0340,
